DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS,name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code
IE,IE02,PARTY,Ind.,Independent,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE03,PARTY,LAB,Páirtí an Lucht Oibre,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE04,PARTY,GP,Comhaontas Glas,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE05,PARTY,FF,Fianna Fáil - An Páirtí Poblachtánach,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE90,PARTY,Other parties,Other parties,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
EL,EL01,PARTY,N.D.,Nea Dhimokratia,,,,,,,,,,,,,
EL,EL02,PARTY,PA.SO.K.,Panellinio Sosialistiko Kinima,,,,,,,,,,,,,
EL,EL03,PARTY,KKE,Kommunistiko Komma Elladas,,,,,,,,,,,,,
EL,EL04,PARTY,SYN,Synaspismos tis aristeras kai tis proodou,,,,,,,,,,,,,
EL,EL05,PARTY,DIKKI,Dimokratiko Koinoniko Kinima,,,,,,,,,,,,,
EL,EL90,PARTY,Other parties,Other parties,,,,,,,,,,,,,
ES,ES01,PARTY,PP,Partido Popular,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES02,PARTY,UDC,Uniò Democràtica Catalunya,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES03,PARTY,PSOE,Partido Socialista Obrero Español,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES04,PARTY,PDNI,Partido Democrático de la Nueva Izquierda,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES05,PARTY,CDC,Convergencia Democratica de Catalunya,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES06,PARTY,CC,Coalición Canaria,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES07,PARTY,PA,Partido Andalucista,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES08,PARTY,EA,Eusko Alkartasuna,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES09,PARTY,BNG,Bloque Nacionalista Galego,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES10,PARTY,PNV,Partido Nacionalista Vasco,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES11,PARTY,IU,Izquierda Unida,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES12,PARTY,EH ,Euskal Herritarrok,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES90,PARTY,Other parties,Other parties,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
FR,FR01,PARTY,UDF,Union pour la Démocratie Française,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR02,PARTY,RPR,Rassemblement pour la République,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR03,PARTY,DL,Démocratie Libérale ,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR04,PARTY,SC,Société Civile,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR05,PARTY,GE,Génération Ecologie,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR06,PARTY,PS,Parti Socialiste,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR07,PARTY,PRG,Parti Radical de Gauche,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR08,PARTY,MDC,Mouvement des citoyens,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR09,PARTY,VERTS,Europe Écologie - Les Verts,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR10,PARTY,PCF,Parti Communiste Français,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR11,PARTY,Ind,Independent,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR12,PARTY,LO/LCR,Lutte Ouvrière-Ligue Communiste Révolutionnaire,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR13,PARTY,RPFIE,Rassemblement pour la France,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR14,PARTY,FN,Front National,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR15,PARTY,CPNT ,Chasse Pêche Nature Traditions,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR90,PARTY,Other parties,Other parties,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
IT,IT01,PARTY,FI,Forza Italia,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT02,PARTY,PPI,Partito Popolare Italiano,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT03,PARTY,UDEUR,Unione dei democratici per l’Europa,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT04,PARTY,CCD,Centro cristiano democratico,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT05,PARTY,CDU,Cristiano democratici uniti,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT06,PARTY,RI/Dini  ,Rinnovamento italiano,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT07,PARTY,SVP,Südtiroler Volkspartei,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT08,PARTY,Pension,Partito dei pensionati,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT09,PARTY,DS,Democratico della Sinistra,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT10,PARTY,SDI,Socialdemocratici Italiani,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT11,PARTY,PRI/LIB,"Repubblicani, Liberali",,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT12,PARTY,Democrati,I Democratici,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT13,PARTY,Fed.Verdi,Greens,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT14,PARTY,RC,Partito della Rifondazione Comunista,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT15,PARTY,CI,Partito dei Comunisti Italiani,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT16,PARTY,AN/Segni,Alleanza Nazionale/Patto Segni,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT17,PARTY,Bonino,Lista Bonino,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT18,PARTY,LN,Lega Nord,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT19,PARTY,MSI,Movimento Sociale Italiano,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT90,PARTY,Other parties,Other parties,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
LU,LU01,PARTY,CSV,Parti Ouvrier Socialiste Luxembourgeois/Letzeburger Socialistesch Arbeiterpartei,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU02,PARTY,LSAP,Parti Chrétien Social/Chrëschtlech-Sozial Volleksparte,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU03,PARTY,DP,Parti Démocratique/Demokratesch Partei,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU04,PARTY,Greng,Déi Gréng,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU90,PARTY,Other parties,Other parties,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
NL,NL01,PARTY,CDA,Christen Democratisch Appèl (Europese Volkspartij),,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL02,PARTY,PvdA,Partij van de Arbeid (Europese Sociaaldemocraten),,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL03,PARTY,VVD,Volkspartij voor Vrijheid en Democratie,,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL04,PARTY,D66,Demokraten 66,,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL05,PARTY,Groen Links,Groenlinks,,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL06,PARTY,SP,Socialistische Partij,,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL07,PARTY,SGP/GPV/RPF,Staatkundig Gereformeerde Partij/Gereformeerd Politiek Verbond/Reformatorische Politieke Federatie,,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL90,PARTY,Other parties,Other parties,,,Netherlands; Kingdom of the,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
AT,AT01,PARTY,ÖVP,Österreichische Volkspartei,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT02,PARTY,SPÖ,Sozialdemokratische Partei Österreichs,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT03,PARTY,Grüne,Die Grünen - Dei Grüne Alternative,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT04,PARTY,FPÖ,Freiheitliche Partei Österreichs,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT90,PARTY,Other parties,Other parties,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
PT,PT01,PARTY,PPD-PSD,Partido Social Democrata,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT02,PARTY,PS,Partido Socialista ,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT03,PARTY,PCP, Partido Comunista Português,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT04,PARTY,CDS-PP ,Centro Democrático e Social - Partido Popular,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT90,PARTY,Other parties,Other parties,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
FI,FI01,PARTY,KOK,Kansallinen Kokoomus/Samlingspartiet,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI02,PARTY,SKL,Suomen Kristillinen Liitto/Finlands Kristliga Förbund,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI03,PARTY,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI04,PARTY,KESK,Suomen Keskusta/Centern i Finland,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI05,PARTY,SFP,Svenska folkpartiet i Finland,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI06,PARTY,VIHR,Vihreä Liitto/Gröna Förbundet,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI07,PARTY,VAS,Vasemmistoliitto,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI90,PARTY,Other parties,Other parties,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
SE,SE01,PARTY,M,Moderaterna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE02,PARTY,KD,Kristdemokraterna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE03,PARTY,S,Sveriges Socialdemokratiska arbetarparti - Socialdemokraterna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE04,PARTY,CP,enterpartiet,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE05,PARTY,FPL,Folkepartiet Liberalerna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE06,PARTY,MP,Miljöpartiet de Gröna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE07,PARTY,V,Vänsterpartiet,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE90,PARTY,Other parties,Other parties,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
UK,UK01,PARTY,Cons.,Conservative Party ,,,,,,,,,,,,,
UK,UK02,PARTY,UUP,Ulster Unionist,,,,,,,,,,,,,
UK,UK03,PARTY,Lab.,Labour Party,,,,,,,,,,,,,
UK,UK04,PARTY,SDLP,Social Democratic and Labour Party ,,,,,,,,,,,,,
UK,UK05,PARTY,Ldem.,Liberal Democrats ,,,,,,,,,,,,,
UK,UK06,PARTY,GreenP ,Greens ,,,,,,,,,,,,,
UK,UK07,PARTY,SNP,Scottish National Party ,,,,,,,,,,,,,
UK,UK08,PARTY,PCymru,Plaid Cymru,,,,,,,,,,,,,
UK,UK09,PARTY,UKIP,UK Independence Party,,,,,,,,,,,,,
UK,UK10,PARTY,DUP,Democratic Unionist Party ,,,,,,,,,,,,,
UK,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,,,,,,,,,,,,
NI,UK04,PARTY,SDLP,Social Democratic and Labour Party ,,,Nicaragua,NI,NIC,558.0,ISO 3166-2:NI,Americas,Latin America and the Caribbean,Central America,19.0,419.0,13.0
NI,UK02,PARTY,UUP,Ulster Unionist,,,Nicaragua,NI,NIC,558.0,ISO 3166-2:NI,Americas,Latin America and the Caribbean,Central America,19.0,419.0,13.0
NI,UK10,PARTY,DUP,Democratic Unionist Party ,,,Nicaragua,NI,NIC,558.0,ISO 3166-2:NI,Americas,Latin America and the Caribbean,Central America,19.0,419.0,13.0
NI,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,,Nicaragua,NI,NIC,558.0,ISO 3166-2:NI,Americas,Latin America and the Caribbean,Central America,19.0,419.0,13.0
GB,UK03,PARTY,Lab,Labour Party,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
GB,UK05,PARTY,Ldem.,Liberal Democrats ,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
GB,UK01,PARTY,Cons.,Conservative Party ,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
GB,UK09,PARTY,UK Ind,UK Independence Party,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
GB,UK07,PARTY,SNP,Scottish National Party ,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
GB,UK08,PARTY,PCymru,Plaid Cymru,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
GB,UK06,PARTY,GreenP ,Greens ,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
GB,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,,United Kingdom of Great Britain and Northern Ireland,GB,GBR,826.0,ISO 3166-2:GB,Europe,Northern Europe,,150.0,154.0,
