DIVISION_ID;ID;TYPE_x;ACRONYM;LABEL;MEMBER_OF_COALITION;COALITION_MEMBERS;name;alpha-2;alpha-3;country-code;iso_3166-2;region;sub-region;intermediate-region;region-code;sub-region-code;intermediate-region-code;PARTY_ID;TYPE_y;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME;TEMPERATURE;WEIGHTED_TEMP
DE;DE09;PARTY;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE09;PARTY;1.2;FINAL;;-0.1664093167989047;-0.19969118015868562
DE;DE10;PARTY;DIE LINKE;Die Linke;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE10;PARTY;7.4;FINAL;;1.7335692244761112;12.828412261123223
DE;DE11;PARTY;ÖDP;Ökologisch-Demokratische Partei;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE11;PARTY;0.6;FINAL;;0.2946863357037368;0.1768118014222421
DE;DE12;PARTY;PIRATEN;Piratenpartei Deutschland;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE12;PARTY;1.4;FINAL;;-0.5756375569543506;-0.8058925797360907
DE;DE13;PARTY;GRÜNE;Bündnis 90/Die Grünen;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE13;PARTY;10.7;FINAL;;-0.6091300924242624;-6.517691988939608
DE;DE14;PARTY;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE14;PARTY;0.6;FINAL;;0.24677733342643426;0.14806640005586055
DE;DE15;PARTY;NPD;Nationaldemokratische Partei Deutschlands;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE15;PARTY;1.0;FINAL;;0.045678777981372765;0.045678777981372765
DE;DE90;PARTY;Other parties;Other parties;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE90;PARTY;1.8;FINAL;;-1.4267735641831636;-2.5681924155296945
IE;IE01;PARTY;FG;Fine Gael;;;Ireland;IE;IRL;372.0;ISO 3166-2:IE;Europe;Northern Europe;;150.0;154.0;;IE01;PARTY;22.28;FINAL;;0.30188243617622046;6.725940678006192
IE;IE02;PARTY;Ind. + other parties;Independents + other parties;;;Ireland;IE;IRL;372.0;ISO 3166-2:IE;Europe;Northern Europe;;150.0;154.0;;IE02;PARTY;25.64;FINAL;;1.9066612420360594;48.886794245804566
IE;IE03;PARTY;FF;Fianna Fáil;;;Ireland;IE;IRL;372.0;ISO 3166-2:IE;Europe;Northern Europe;;150.0;154.0;;IE03;PARTY;22.31;FINAL;;-1.7679581430768274;-39.44314617204402
IE;IE04;PARTY;SF;Sinn Féin;;;Ireland;IE;IRL;372.0;ISO 3166-2:IE;Europe;Northern Europe;;150.0;154.0;;IE04;PARTY;19.52;FINAL;;0.11269251059076746;2.199757806731781
IE;IE90;PARTY;Other parties;Other parties;;;Ireland;IE;IRL;372.0;ISO 3166-2:IE;Europe;Northern Europe;;150.0;154.0;;IE90;PARTY;10.25;FINAL;;-1.6892183766649111;-17.31448836081534
EE;EE01;PARTY;IRL;Erakond Isamaa ja Res Publica Liit;;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE01;PARTY;13.9;FINAL;;1.5679038614874696;21.79386367467583
EE;EE02;PARTY;SDE;Sotsiaaldemokraatlik Erakond;;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE02;PARTY;13.6;FINAL;;1.6559305307856484;22.52065521868482
EE;EE03;PARTY;KE;Eesti Keskerakond;;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE03;PARTY;22.4;FINAL;;-1.010460380729869;-22.634312528349067
EE;EE04;PARTY;ER;Eesti Reformierakond;;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE04;PARTY;24.3;FINAL;;-1.3938312812627247;-33.870100134684215
EE;EE05;PARTY;I. TARAND (IND.);Indrek Tarand (Independent);;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE05;PARTY;13.2;FINAL;;0.7108294285174526;9.382948456430373
EE;EE90;PARTY;Other parties;Other parties;;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE90;PARTY;12.6;FINAL;;1.3390784104580846;16.872387971771865
EL;EL01;PARTY;Ν.Δ/N.D;Νέα Δημοκρατία;;;;;;;;;;;;;;EL01;PARTY;22.72;FINAL;;-0.0758204496680781;-1.7226406164587345
EL;EL02;PARTY;To Πoτάμι/To Potami;Το ποτάμι;;;;;;;;;;;;;;EL02;PARTY;6.6;FINAL;;-1.034517063965553;-6.827812622172649
EL;EL03;COALITION;ΕΛΙΆ ΔΠ / ELIA DA;Ελιά-Δημοκρατική Παράταξη;;EL04;;;;;;;;;;;;EL03;COALITION;8.02;FINAL;;1.133482572085104;9.090530228122534
EL;EL05;PARTY;ΑΝ.ΕΛ/ANEL;Ανεξάρτητοι Έλληνες;;;;;;;;;;;;;;EL05;PARTY;3.46;FINAL;;0.9337868726796565;3.2309025794716115
EL;EL06;COALITION;ΣΥ.ΡΙΖ.Α/SY.RIZ.A.;Συνασπισμός Ριζοσπαστικής Αριστεράς;;EL07;;;;;;;;;;;;EL06;COALITION;26.57;FINAL;;-1.4790912255503241;-39.29945386287211
EL;EL08;PARTY;KKE;Κομμουνιστικό Κόμμα Ελλάδας;;;;;;;;;;;;;;EL08;PARTY;6.11;FINAL;;1.3013234082260396;7.951086024261103
EL;EL09;PARTY;X.A.;Χρυσή Αυγή;;;;;;;;;;;;;;EL09;PARTY;9.39;FINAL;;1.6141153503886843;15.156543140149745
EL;EL90;PARTY;Other parties;Other parties;;;;;;;;;;;;;;EL90;PARTY;17.13;FINAL;;0.0053756199696248785;0.09208437007967417
ES;ES01;COALITION;CEU (CDC+UDC+EAJ-PNV+ CCA-PNC+ CXG);Coalición por Europa (Convergència Democràtica de Catalunya + Partido Nacionalista Vasco + Unió Democràtica de Catalunya + Coalición Canarias + Compromiso por Galicia);;ES02|ES03|ES04;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES01;COALITION;5.42;FINAL;;0.49477856317296576;2.6816998123974742
ES;ES05;PARTY;PP;Partido Popular;;;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES05;PARTY;26.09;FINAL;;1.156012314239009;30.160361278495746
ES;ES06;PARTY;PSOE/PSC;Partido Socialista Obrero Español + Partit dels Socialistes de Catalunya;;;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES06;PARTY;23.01;FINAL;;-1.960816055502867;-45.11837743712098
ES;ES07;PARTY;C's;Ciudadanos - Partido de la Ciudadanía;;;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES07;PARTY;3.16;FINAL;;-0.2466504060590884;-0.7794152831467194
ES;ES08;PARTY;UPyD;Unión Progreso y Democracia;;;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES08;PARTY;6.51;FINAL;;-1.0802598409224689;-7.032491564405272
ES;ES09;COALITION;Coal. LPD (BNG+EH Bildu);Coalition Los Pueblos Deciden (El Bloque Nacionalista Galego + Euskal Herria Bildu + et al.);;ES10;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES09;COALITION;2.08;FINAL;;1.9416103792190293;4.038549588775581
ES;ES11;PARTY;Podemos;Por la Democracia Social;;;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES11;PARTY;7.98;FINAL;;-0.869197448520667;-6.936195639194923
ES;ES12;COALITION;Coal. IP (IU+IV+Anova+et al.);Coalition Izquierda Plural (Izquierda Unida + Iniciativa per Catalunya Verds + Anova Nationalist Brotherhood + et al.);;ES13|ES14|ES15;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES12;COALITION;10.03;FINAL;;1.3969434391528708;14.011342694703293
ES;ES16;COALITION;Primavera Europea;Coalition Primavera Europea (Compromís + Equo + Cha + et al.);;ES17;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES16;COALITION;1.92;FINAL;;-0.09249037274564431;-0.17758151567163707
