DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS,name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code
BE,BE92,PARTY,Other parties G.,Other parties from German-speaking electoral college,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE91,PARTY,Other parties W.,Other parties from French-speaking electoral college,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE90,PARTY,Other parties F.,Other parties from Dutch-speaking electoral college,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
FBE,BE05,PARTY,sp.a,Socialistische Partij - Anders,,,,,,,,,,,,,
FBE,BE10,PARTY,Groen,Groen,,,,,,,,,,,,,
FBE,BE06,PARTY,N-VA,Nieuw-Vlaamse Alliantie,,,,,,,,,,,,,
FBE,BE01,PARTY,CD&V,Christen-Democratisch en Vlaams,,,,,,,,,,,,,
FBE,BE07,PARTY,Open VLD,Open Vlaamse Liberalen en Democraten,,,,,,,,,,,,,
FBE,BE11,PARTY,Vl. Belang,Vlaams Belang,,,,,,,,,,,,,
FBE,BE90,PARTY,Other parties F.,Other parties from Dutch-speaking electoral college,,,,,,,,,,,,,
GBE,BE03,PARTY,CSP,Christlich Soziale Partei,,,,,,,,,,,,,
GBE,BE92,PARTY,Other parties G.,Other parties from German-speaking electoral college,,,,,,,,,,,,,
WBE,BE04,PARTY,PS,Parti Socialiste,,,,,,,,,,,,,
WBE,BE09,PARTY,ECOLO,Ecologistes Confédérés pour l'Organisation de Luttes Originales ,,,,,,,,,,,,,
WBE,BE02,PARTY,cdH,Centre Démocrate Humaniste,,,,,,,,,,,,,
WBE,BE08,PARTY,MR,Mouvement Réformateur,,,,,,,,,,,,,
WBE,BE91,PARTY,Other parties W.,Other parties from French-speaking electoral college,,,,,,,,,,,,,
BG,BG01,COALITION,Coal. RB/Реформаторски блок,Coal. RB/Реформаторски блок,,BG02,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG02,PARTY,RB/Реформаторски блок,Реформаторски блок: Движение 'България на гражданите' (ДБГ) + Демократи за силна България (ДСБ) + Съюз на демократичните сили (СДС) + Народна партия свобода и достойнство (НПСД) + Български земеделски народен съюз (БЗНС),BG01,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG03,PARTY,GERB/ГЕРБ,Граждани за европейско развитие,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG04,PARTY,BSP/БСП,за България,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG05,COALITION,Coal. ББЦ+ВМРО-БНД+et al., България без цензура (ББЦ) + Вътрешна македонска революционна организация-Българско национално движение + Гергьовден (ВМРО-БНД) +Земеделски народен съюз (ЗНС),,BG06|BG07,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG06,PARTY,ББЦ,България без цензура,BG05,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG07,PARTY,ВМРО,Вътрешна македонска революционна организация-Българско национално движение + Гергьовден,BG05,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG08,PARTY,DPS/ДПС,Движение за права и свободи,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG90,PARTY,Other parties,Other parties,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ01,COALITION,KDU-ČSL,Coalition Křesťanská a demokratická unie – Československá strana lidová,,CZ02,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ02,PARTY,KDU-ČSL,Křesťanská a demokratická unie – Československá strana lidová,CZ01,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ03,COALITION,Coal. TOP 09+STAN,Coalition TOP 09 + Starostové a nezávislí,,CZ04,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ04,PARTY,TOP 09+STAN,TOP 09 + Starostové a nezávislí,CZ03,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ05,PARTY,ČSSD,Česká strana sociálně demokratická,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ06,PARTY,ODS,Občanská demokratická strana,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ07,PARTY,ANO 2011,ANO 2011,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ08,PARTY,KSČM,Komunistická strana Čech a Moravy,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ09,PARTY,Svobodní,Strana svobodných občanů,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ90,PARTY,Other parties,Other parties,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
DK,DK01,PARTY,C (KF), Det Konservative Folkeparti,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK02,PARTY,A (S),Socialdemokratiet,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK03,PARTY,O (DF),Dansk Folkeparti,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK04,PARTY,B (RV),Radikale Venstre,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK05,PARTY,V (V),"Venstre, Danmarks Liberale Parti",,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK06,PARTY,N,Folkebevægelsen mod EU,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK07,PARTY,F (SF),Socialistisk Folkeparti,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK90,PARTY,Other parties,Other parties,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DE,DE01,COALITION,CDU / CSU,Christlich Demokratische Union Deutschlands/Christlich-Soziale Union in Bayern e.V.,,DE02|DE03,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE02,PARTY,CDU,Christlich Demokratische Union Deutschlands,DE01,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE03,PARTY,CSU,Christlich-Soziale Union in Bayern e.V.,DE01,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE04,PARTY,SPD,Sozialdemokratische Partei Deutschlands,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE05,PARTY,FAMILIE,Familien-Partei Deutschlands,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE06,PARTY,AfD,Alternative für Deutschland,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE07,PARTY,FREIE WÄHLER,FREIE WÄHLER,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE08,PARTY,FDP,Freie Demokratische Partei,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE09,PARTY,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE10,PARTY,DIE LINKE,Die Linke,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE11,PARTY,ÖDP,Ökologisch-Demokratische Partei,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE12,PARTY,PIRATEN,Piratenpartei Deutschland,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE13,PARTY,GRÜNE,Bündnis 90/Die Grünen,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE14,PARTY,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE15,PARTY,NPD,Nationaldemokratische Partei Deutschlands,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE90,PARTY,Other parties,Other parties,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
IE,IE01,PARTY,FG,Fine Gael,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE02,PARTY,Ind. + other parties,Independents + other parties,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE03,PARTY,FF,Fianna Fáil,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE04,PARTY,SF,Sinn Féin,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE90,PARTY,Other parties,Other parties,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
EE,EE01,PARTY,IRL,Erakond Isamaa ja Res Publica Liit,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE02,PARTY,SDE,Sotsiaaldemokraatlik Erakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE03,PARTY,KE,Eesti Keskerakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE04,PARTY,ER,Eesti Reformierakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE05,PARTY,I. TARAND (IND.),Indrek Tarand (Independent),,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE90,PARTY,Other parties,Other parties,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EL,EL01,PARTY,Ν.Δ/N.D,Νέα Δημοκρατία,,,,,,,,,,,,,
EL,EL02,PARTY,To Πoτάμι/To Potami,Το ποτάμι,,,,,,,,,,,,,
EL,EL03,COALITION,ΕΛΙΆ ΔΠ / ELIA DA,Ελιά-Δημοκρατική Παράταξη,,EL04,,,,,,,,,,,
EL,EL04,PARTY,ΠΑΣΟΚ / PASOK ,Πανελλήνιο Σοσιαλιστικό Κίνημα,EL03,,,,,,,,,,,,
EL,EL05,PARTY,ΑΝ.ΕΛ/ANEL,Ανεξάρτητοι Έλληνες,,,,,,,,,,,,,
EL,EL06,COALITION,ΣΥ.ΡΙΖ.Α/SY.RIZ.A.,Συνασπισμός Ριζοσπαστικής Αριστεράς,,EL07,,,,,,,,,,,
EL,EL07,PARTY,SY.RIZ.A.,Συνασπισμός Ριζοσπαστικής Αριστεράς,EL06,,,,,,,,,,,,
EL,EL08,PARTY,KKE,Κομμουνιστικό Κόμμα Ελλάδας,,,,,,,,,,,,,
EL,EL09,PARTY,X.A.,Χρυσή Αυγή,,,,,,,,,,,,,
EL,EL90,PARTY,Other parties,Other parties,,,,,,,,,,,,,
ES,ES01,COALITION,CEU (CDC+UDC+EAJ-PNV+ CCA-PNC+ CXG),Coalición por Europa (Convergència Democràtica de Catalunya + Partido Nacionalista Vasco + Unió Democràtica de Catalunya + Coalición Canarias + Compromiso por Galicia),,ES02|ES03|ES04,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES02,PARTY,UDC,Unió Democràtica de Catalunya,ES01,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES03,PARTY,EAJ-PNV,Partido Nacionalista Vasco,ES01,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES04,PARTY,CDC,Convergència Democràtica de Catalunya,ES01,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES05,PARTY,PP,Partido Popular,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES06,PARTY,PSOE/PSC,Partido Socialista Obrero Español + Partit dels Socialistes de Catalunya,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES07,PARTY,C's,Ciudadanos - Partido de la Ciudadanía,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES08,PARTY,UPyD,Unión Progreso y Democracia,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES09,COALITION,Coal. LPD (BNG+EH Bildu),Coalition Los Pueblos Deciden (El Bloque Nacionalista Galego + Euskal Herria Bildu + et al.),,ES10,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES10,PARTY,EH Bildu,Euskal Herria Bildu,ES09,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES11,PARTY,Podemos,Por la Democracia Social,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES12,COALITION,Coal. IP (IU+IV+Anova+et al.),Coalition Izquierda Plural (Izquierda Unida + Iniciativa per Catalunya Verds + Anova Nationalist Brotherhood + et al.),,ES13|ES14|ES15,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES13,PARTY,IU,Izquierda Unida,ES12,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES14,PARTY,AGE,Alternativa galega de esquerda en Europa,ES12,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES15,PARTY,ICV,Iniciativa per Catalunya Verds,ES12,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES16,COALITION,Primavera Europea,Coalition Primavera Europea (Compromís + Equo + Cha + et al.),,ES17,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES17,PARTY,Compromís,Compromís,ES16,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES18,COALITION,Coal. EPDD (ERC+Necat+Ind.+et al.),Coalition 'La Izquierda por el derecho a Decidir' (Esquerra Republicana de Catalunya + Nova Esquerra Catalana+ Independientes + et al.),,ES19|ES20,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES19,PARTY,ERC,Esquerra Republicana de Catalunya,ES18,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES20,PARTY,Necat+Ind.+et al.,Nova Esquerra Catalana+ Independientes + et al.,ES18,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES90,PARTY,Other parties,Other parties,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
FR,FR01,PARTY,UMP,Union pour un Mouvement Populaire,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR02,COALITION,PS - PRG,Parti Socialiste - Parti radical de gauche,,FR03,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR03,PARTY,PS - PRG,Parti Socialiste - Parti radical de gauche,FR02,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR05,COALITION,Coal. L'Alternative (UDI+Modem),Coalition l'Alternative (Union des Démocrates et Indépendants + Mouvement Démocrate),,FR06|FR07,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR06,PARTY,UDI/Modem,Union des Démocrates et Indépendants / Mouvement Démocrate,FR05,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR07,PARTY,UDI,Union des Démocrates et Indépendants,FR05,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR08,PARTY,UOM,Union pour les Outre-Mer,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR09,COALITION,Coal. FG (PCF+PG+ENS.+et al.),Coalition Front de gauche (Parti Communiste Français + Parti de Gauche + Ensemble + Front de gauche),,FR10|FR11|FR12,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR10,PARTY,PCF,Parti Communiste Français,FR09,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR11,PARTY,PG,Parti de Gauche,FR09,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR12,PARTY,FG,Front de gauche,FR09,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR13,PARTY,Europe Ecologie,Europe Ecologie,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR14,PARTY,Ind.,Independent,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR15,PARTY,FN,Front national,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR90,PARTY,Other parties,Other parties,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
HR,HR01,COALITION,Coal. HDZ+HSS+HSP AS+et al.,Hrvatska demokratska zajednica (EPP) + Hrvatska stranka prava dr. Ante Starčević (ECR) + HSS Hrvatska seljačka stranka (EPP),,HR02|HR03|HR04,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR02,PARTY,HDZ,Hrvatska demokratska zajednica,HR01,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR03,PARTY,HSS,Hrvatska seljačka stranka,HR01,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR04,PARTY,HSP AS+et al.,Hrvatska stranka prava dr. Ante Starčević,HR01,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR05,COALITION,Coal. SDP+HNS+IDS+et al.,Socijaldemokratska partija Hrvatske + Hrvatska narodna stranka + Istarski demokratski sabor ,,HR06|HR07|HR08,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR06,PARTY,SDP,Socijaldemokratska partija Hrvatske,HR05,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR07,PARTY,HNS,Hrvatska narodna stranka,HR05,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR08,PARTY,IDS - DDI,Istarski demokratski sabor,HR05,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR09,PARTY,OraH,Održivi razvoj Hrvatske,,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
HR,HR90,PARTY,Other parties,Other parties,,,Croatia,HR,HRV,191.0,ISO 3166-2:HR,Europe,Southern Europe,,150.0,39.0,
IT,IT01,PARTY,SVP,Südtiroler Volkspartei (Partito popolare sudtirolese),,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT02,COALITION,Coal. NCD+UDC+PPI,Coalition Nuovo Centrodestra + Unión de Centro Democrático + Popolari per l'Italia,,IT03|IT04,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT03,PARTY,NCD,Nuovo Centrodestra,IT02,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT04,PARTY,UDC,Unión de Centro Democrático,IT02,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT05,PARTY,FI,Forza Italia,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT06,PARTY,PD,Partito Democratico,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT07,PARTY,L’Altra Europa – Con Tsipras,L’Altra Europa – Con Tsipras,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT08,PARTY,M5S,Movimento Cinque Stelle,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT09,PARTY,LN,Lega Nord,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT90,PARTY,Other parties,Other parties,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
CY,CY01,PARTY,ΔΗ.ΣΥ./DI.SY.,Δημοκρατικός Συναγερμός,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY02,PARTY,ΕΔΕΚ/EDEK,ΕΔΕΚ Κίνημα Σοσιαλδημοκρατών,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY03,PARTY,ΔH.ΚΟ./DI.KO.,Δημοκρατικό Κόμμα,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY04,PARTY,Α.Κ.Ε.Λ./A.K.E.L.,Ανορθωτικό Κόμμα Εργαζόμενου Λαού,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY90,PARTY,Other parties,Other parties,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
LV,LV01,PARTY,V,Partija 'VIENOTĪBA',,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV02,PARTY,Saskaņa SDP,Saskaņa sociāldemokrātiskā partija,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV03,COALITION,Coal. NA,Coalition Nacionālā apvienība (Tēvzemei un Brīvībai/LNNK + Visu Latvijai!),,LV04,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV04,PARTY,TB/LNNK,Tēvzemei un Brīvībai/LNNK + Visu Latvijai!,LV03,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV05,PARTY,LKS,Latvijas Krievu savienībā,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV06,COALITION,COAL. ZZS (LZS+LZP),Coalition Zaļo un Zemnieku Savienība (Latvijas Zemnieku Savienība + Latvijas Zaļā Partija),,LV07,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV07,PARTY,Ind.,Independent,LV06,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV90,PARTY,Other parties,Other parties,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LT,LT01,PARTY,TS-LKD,Tėvynės sąjunga - Lietuvos krikščionys demokratai,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT02,PARTY,LSDP,Lietuvos socialdemokratų partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
