DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS,name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code
BG,BG14,PARTY,DSB/ДСБ,Demokratichna Balgariya/Демократична България,BG04,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG13,PARTY,PP/ПП,Prodalzhavame promyanata/Продължаваме промяната,BG04,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG05,PARTY,Vazrazhdane/Възраждане,Vazrazhdane/Възраждане,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG06,PARTY,ITN/ИТН,Ima takav narod/Има такъв народ,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG90,PARTY,Other parties,Other parties,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ01,PARTY,ANO 2011,ANO 2011,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ02,PARTY,Piráti,Česká pirátská strana,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ03,COALITION,STAN - SLK,"Coalition Starostové a osobnosti pro Evropu Starostové a nezávislí, Starostové pro Liberecký kraj",,CZ21,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ21,PARTY,STAN,Starostové a nezávislí,CZ03,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ04,COALITION,Stačilo!,"Coalition Stačilo! (Komunistická strana Čech a Moravy, Česká strana národně sociální, Spojení demokraté – Sdružení nezávislých)",,CZ20|CZ19,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ20,PARTY,Ind.,Independent,CZ04,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ19,PARTY,KSČM,Komunistická strana Čech a Moravy,CZ04,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ05,PARTY,SOCDEM ,Sociální Demokracie ,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ06,PARTY,Svobodní,Strana Svobodných Občanů,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ07,COALITION,SPOLU,"Coalition SPOLU (Občanská demokratická strana, Křesťanská a demokratická unie – Československá strana lidová, Tradice Odpovědnost Prosperita 09)",,CZ14|CZ16|CZ15,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ14,PARTY,Coalition SPOLU,Coalition SPOLU,CZ07,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ16,PARTY,KDU-ČSL,Křesťanská a demokratická unie – Československá strana lidová,CZ07,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ15,PARTY,ODS,Občanská demokratická strana,CZ07,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ08,PARTY,Zelení,Strana zelených,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ09,COALITION,Přísaha a Motoristé,"Coalition Přísaha a Motoristé (Přísaha – občanské hnutí Roberta Šlachty, AUTO - Motoristé sobě)",,CZ17|CZ18,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ17,PARTY,AUTO,Motoristé sobě,CZ09,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ18,PARTY,Přísaha,Přísaha,CZ09,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ10,COALITION,SPD a Trikolora,"Coalition SPD a Trikolora (Svoboda a přímá demokracie, Trikolóra hnutí občanů)",,CZ22,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ22,PARTY,SPD,Svoboda a přímá demokracie,CZ10,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ11,PARTY,PRO ,Právo Respekt Odbornost -  Jindřicha Rajchla,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ90,PARTY,Other parties,Other parties,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
DK,DK01,PARTY,V,"Venstre, Danmarks Liberale Parti",,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK02,PARTY,S (A),Socialdemokratiet ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK03,PARTY,SF (F),Socialistisk Folkeparti ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK04,PARTY,DF (O),Dansk Folkeparti ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK05,PARTY,RV (B),Radikale Venstre ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK06,PARTY,KF (C)  ,Det Konservative Folkeparti ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK07,PARTY,EL (Ø),Enhedslisten - De Rød-Grønne,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK08,PARTY,ALT (Å),Alternativet ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK09,PARTY,LA (I),Liberal Alliance ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK10,PARTY,M,Moderaterne ,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK11,PARTY,DD (Æ),Danmarksdemokraterne - Inger Støjberg,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK90,PARTY,Other parties,Other parties,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DE,DE01,COALITION,CDU/CSU,Christlich Demokratische Union Deutschlands/Christlich-Soziale Union in Bayern ,,DE22|DE21,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE22,PARTY,CDU,Christlich Demokratische Union Deutschlands,DE01,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE21,PARTY,CSU,Christlich-Soziale Union in Bayern,DE01,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE02,PARTY,SPD,Sozialdemokratische Partei Deutschlands,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE03,PARTY,Die Grünen,Bündnis 90/Die Grünen,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE04,PARTY,AfD,Alternative für Deutschland,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE05,COALITION,Die Linke,Die Linke,,DE24|DE23,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE24,PARTY,Die Linke,Die Linke,DE05,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE23,PARTY,Ind.,Independent,DE05,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE06,PARTY,FDP,Freie Demokratische Partei,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE07,PARTY,FW,Freie Wähler,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE08,PARTY,Tierschutzpartei,Partei Mensch Umwelt Tierschutz,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE09,PARTY,BSW,Bündnis Sahra Wagenknecht - Für Vernunft und Gerechtigkeit,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE10,PARTY,Piratenpartei,Piratenpartei Deutschland,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE11,PARTY,Familie,Familien-Partei Deutschlands                                                               ,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE12,PARTY,ÖDP ,Ökologisch-Demokratische Partei,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE13,PARTY,Die Partei,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE14,PARTY,Volt,Volt Deutschland,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE16,PARTY,PdF,Partei des Fortschritts,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE90,PARTY,Other parties,Other parties,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
EE,EE01,PARTY,ER,Eesti Reformierakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE02,PARTY,SDE,Sotsiaaldemokraatlik Erakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE03,PARTY,KE,Eesti Keskerakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE04,COALITION,EKRE,Eesti Konservatiivne Rahvaerakond,,EE10,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE10,PARTY,Ind.,Independent,EE04,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE05,PARTY,Isamaa,Isamaa Erakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE06,PARTY,E200,Erakond Eesti 200,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE07,PARTY,EER,Erakond Eestimaa Rohelised,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE08,PARTY,EP,Erakond Parempoolsed,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE09,PARTY,KOOS ,KOOS organisatsioon osutab suveräänsusele,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE90,PARTY,Other parties,Other parties,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
IE,IE01,PARTY,FG,Fine Gael,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE02,PARTY,FF,Fianna Fáil – The Republican Party/Fianna Fáil - An Páirtí Poblachtánach,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE03,PARTY,IND/Neamhspleách,Independent/Neamhspleách,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE04,PARTY,SF,Sinn Féin,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE05,PARTY,GP/CG,Green Party/An Comhaontas Glas,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE06,PARTY,Lab/LO,The Labour Party/Páirtí an Lucht Oibre,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE07,PARTY,PBP-S/D-PSB,People Before Profit–Solidarity/Dlúthpháirtíocht–Pobal Seachas Brabús,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE08,PARTY,SD/DS,Social Democrats/Daonlathaithe Sóisialta,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE09,PARTY,Aon,Aontú,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE12,PARTY,I4C,Independents 4 Change/Neamhspleáigh ar son an Athraithe ,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE13,COALITION,Independent Ireland ,Independent Ireland ,,IE14,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE14,PARTY,Ind. IE,Independent,IE13,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE90,PARTY,Other parties,Other parties,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
EL,EL01,PARTY,ND/ΝΔ,Néa Dimokratía/Νέα Δημοκρατία,,,,,,,,,,,,,
EL,EL02,PARTY,SYRΙΖΑ/ΣΥΡΙΖΑ,Sinaspismós Rizospastikís Aristerás/Συνασπισμός Ριζοσπαστικής Αριστεράς,,,,,,,,,,,,,
EL,EL03,PARTY,PASOK/ΠΑΣΟΚ,PASOK – Kínima Allagís/ΠΑΣΟΚ – Κίνημα Αλλαγής,,,,,,,,,,,,,
EL,EL04,PARTY,KKE,Kommounistikó Kómma Elládas/Κομμουνιστικό Κόμμα Ελλάδας,,,,,,,,,,,,,
EL,EL05,PARTY,EL/EΛ,Ellinikí Lýsi/Ελληνική Λύση,,,,,,,,,,,,,
EL,EL06,PARTY,MeRA25/ΜέΡΑ25,Μétopo Evropaikís Realistikís Anypakoís/Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής,,,,,,,,,,,,,
EL,EL07,PARTY,PE/ΠE,Plefsi Eleftherias/Πλεύση Ελευθερίας,,,,,,,,,,,,,
EL,EL08,PARTY,NIKI/NIKH,Dimokratikó Patriotikó Kínima “Níki”/Δημοκρατικό Πατριωτικό Κίνημα “Νίκη”,,,,,,,,,,,,,
EL,EL09,PARTY,NE.A.,Néa Aristerá/Νέα Αριστερά ,,,,,,,,,,,,,
EL,EL10,PARTY,Dimokrátes/Δημοκράτες,Dimokrátes/Δημοκράτες,,,,,,,,,,,,,
EL,EL11,PARTY,Foni Logikis/Φωνή λογικής,Foni Logikis/Φωνή λογικής,,,,,,,,,,,,,
EL,EL12,PARTY,Kosmos/Kόσμος,Kosmos/Kόσμος,,,,,,,,,,,,,
EL,EL90,PARTY,Other parties,Other parties,,,,,,,,,,,,,
ES,ES01,COALITION,PSOE ,Partido Socialista Obrero Español ,,ES21|ES22,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES21,PARTY,PSOE,Partido Socialista Obrero Español,ES01,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES22,PARTY,PSC- PSOE,Partit dels Socialistes de Catalunya,ES01,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES02,PARTY,PP,Partido Popular,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES03,COALITION,Sumar,"Coalition Sumar (Movimiento Sumar, Catalunya en Comú, Compromís, Izquierda Unida, Más Madrid, Verdes Equo, Chunta Aragonesista, Iniciativa del Pueblo Andaluz, Nueva Canarias - Bloque Canarista)",,ES19|ES20,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES19,PARTY,Compromís,Compromís,ES03,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES20,PARTY,SMR,Movimiento Sumar,ES03,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES04,PARTY,Podemos,Podemos,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES05,PARTY,Vox,Vox,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES06,PARTY,Junts UE,"Coalition Junts i Lliures per Europa (Junts, Demòcrates de Catalunya, Moviment d'Esquerres de Catalunya, et al.)",,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES07,COALITION,Ahora Repúblicas,"Coalition Ahora Repúblicas (Esquerra Republicana de Catalunya, Euskal Herria Bildu, Bloque Nacionalista Galego, Ara Més, et al.)",,ES16|ES18|ES17,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES16,PARTY,BNG,Bloque Nacionalista Galego,ES07,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES18,PARTY,ERC,Esquerra Republicana de Catalunya,ES07,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES17,PARTY,EH BILDU,Euskal Herria Bildu,ES07,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES08,COALITION,CEUS,"Coalition CEUS (Euzko Alderdi Jeltzalea - Partido Nacionalista Vasco, Coalición Canaria, El Pi - Proposta per les Illes Balears, Agrupación Atarrabia - Atarrabia Taldea, Geroa Socialverdes de Navarra en Europa - Geroa Nafarroako Sozialberdeak Europan)",,ES15,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES15,PARTY,EAJ – PNV,Euzko Alderdi Jeltzalea - Partido Nacionalista Vasco,ES08,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES11,PARTY,SALF,Se Acabó la Fiesta,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES90,PARTY,Other parties,Other parties,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
FR,FR01,PARTY,RN,Rassemblement national,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR02,COALITION,Besoin d'Europe,"Coalition Besoin d'Europe (Renaissance, Modem, Horizons, Parti Radical, Union des démocrates et indépendants)",,FR17|FR19|FR18|FR20|FR21,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR17,PARTY,Horizons,Horizons,FR02,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR19,PARTY,Ind.,Independant,FR02,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR18,PARTY,MoDem,MoDem,FR02,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR20,PARTY,Renaissance,Renaissance,FR02,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
