DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS,name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code
BE,BE12,PARTY,Vl. Belang,Vlaams Belang,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE13,PARTY,PFF, Partei für Freiheit und Fortschritt,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE14,PARTY,ecolo (G),ecolo (G),,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE15,PARTY,SP,Sozialdemokratischen Partei Ostbelgiëns,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE91,PARTY,Other parties W.,Other parties from French-speaking electoral college,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE92,PARTY,Other parties G.,Other parties from German-speaking electoral college,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
BE,BE90,PARTY,Other parties F.,Other parties from Dutch-speaking electoral college,,,Belgium,BE,BEL,56.0,ISO 3166-2:BE,Europe,Western Europe,,150.0,155.0,
FBE,BE05,PARTY,sp.a,Socialistische Partij - Anders,,,,,,,,,,,,,
FBE,BE09,PARTY,Groen! ,Groen!,,,,,,,,,,,,,
FBE,BE10,PARTY,N-VA,Nieuw-Vlaamse Alliantie,,,,,,,,,,,,,
FBE,BE01,PARTY,CD&V,Christen-Democratisch en Vlaams,,,,,,,,,,,,,
FBE,BE06,PARTY,Open VLD,Vlaamse Liberalen en Democraten,,,,,,,,,,,,,
FBE,BE11,PARTY,LDD,Lijst Dedecker,,,,,,,,,,,,,
FBE,BE12,PARTY,Vl. Belang,Vlaams Belang,,,,,,,,,,,,,
FBE,BE90,PARTY,Other parties F.,Other parties from Dutch-speaking electoral college,,,,,,,,,,,,,
GBE,BE03,PARTY,CSP,Christeliche soziale Partei ,,,,,,,,,,,,,
GBE,BE13,PARTY,PFF, Partei für Freiheit und Fortschritt,,,,,,,,,,,,,
GBE,BE14,PARTY,ecolo (G),ecolo (G),,,,,,,,,,,,,
GBE,BE15,PARTY,SP,Sozialdemokratischen Partei Ostbelgiëns,,,,,,,,,,,,,
GBE,BE92,PARTY,Other parties G.,Other parties from German-speaking electoral college,,,,,,,,,,,,,
WBE,BE04,PARTY,PS,Parti Socialiste,,,,,,,,,,,,,
WBE,BE08,PARTY,ECOLO,Ecologistes Confédérés pour I’organisation de luttes originales,,,,,,,,,,,,,
WBE,BE02,PARTY,cdH,Centre Démocrate Humaniste,,,,,,,,,,,,,
WBE,BE07,PARTY,MR,Mouvement des Citoyens pour le Changement,,,,,,,,,,,,,
WBE,BE91,PARTY,Other parties W.,Other parties from French-speaking electoral college,,,,,,,,,,,,,
BG,BG01,PARTY,GERB,Grazhdani za evropeysko razvitie na Balgariya,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG02,PARTY,SDS,Săjuz na Demokratičnite Sili,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG03,PARTY,BSP,Bulgarska sotsialisticheska partiya,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG04,PARTY,DPS,Dvizhenie za prava i svobodi,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG05,PARTY,NDSV,Nacionalno dviženie za stabilnost i vazhod,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG06,PARTY,ATAKA,Natsionalen Sayuz Ataka,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
BG,BG90,PARTY,Other parties,Other parties,,,Bulgaria,BG,BGR,100.0,ISO 3166-2:BG,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ01,PARTY,KDU-CSL,Krest.demokr.unie-Cs.str.lid,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ02,PARTY,CSSD,Ceská str.sociálne demokrat.,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ03,PARTY,ODS,Občanská Demokratická Strana,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ04,PARTY,KSCM,Komunistická str.Cech a Moravy,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
CZ,CZ90,PARTY,Other parties,Other parties,,,Czechia,CZ,CZE,203.0,ISO 3166-2:CZ,Europe,Eastern Europe,,150.0,151.0,
DK,DK01,PARTY,KF,Konservative Folkeparti,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK02,PARTY,S,Socialdemokraterna,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK03,PARTY,V,Venstre,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK04,PARTY,SF,Socialistisk Folkeparti,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK05,PARTY,N,Folkebevægelsen mod EU,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK06,PARTY,DF,Dansk Folkeparti,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DK,DK90,PARTY,Other parties,Other parties,,,Denmark,DK,DNK,208.0,ISO 3166-2:DK,Europe,Northern Europe,,150.0,154.0,
DE,DE01,PARTY,CDU,Christlich-Demokratische Union,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE02,PARTY,CSU,Christlich-Soziale Union,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE03,PARTY,SPD,Sozialdemokratische Partei Deutschlands,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE04,PARTY,FDP,Freie Demokratische Partei,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE05,PARTY,Grünen,Bündnis 90/Die Grünen,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE06,PARTY,DIE LINKE,Die Linkspartei/ Die Linke,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
DE,DE90,PARTY,Other parties,Other parties,,,Germany,DE,DEU,276.0,ISO 3166-2:DE,Europe,Western Europe,,150.0,155.0,
IE,IE01,PARTY,FG,Fine Gael - The United Ireland Party,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE02,PARTY,Lab,Páirtí an Lucht Oibre,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE03,PARTY,M. Harkin (Ind),M. Harkin (Ind),,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE04,PARTY,FF,Fianna Fáil - An Páirtí Poblachtánach,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE05,PARTY,SP,Socialist Party,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
IE,IE90,PARTY,Other parties,Other parties,,,Ireland,IE,IRL,372.0,ISO 3166-2:IE,Europe,Northern Europe,,150.0,154.0,
EE,EE01,PARTY,IRL,Isamaa ja Res Publica Liit,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE02,PARTY,SDE,Sotsiaaldemokraatlik Erakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE03,PARTY,KE,Eesti Keskerakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE04,PARTY,ER,Eesti Reformierakond,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE05,PARTY,I. Tarand (Ind),I. Tarand (Ind),,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EE,EE90,PARTY,Other parties,Other parties,,,Estonia,EE,EST,233.0,ISO 3166-2:EE,Europe,Northern Europe,,150.0,154.0,
EL,EL01,PARTY,N.D,Nea Dhimokratia,,,,,,,,,,,,,
EL,EL02,PARTY,PA.SO.K,Panellinio Sosialistiko Kinima,,,,,,,,,,,,,
EL,EL03,PARTY,OP,Oikologoi Prasinoi,,,,,,,,,,,,,
EL,EL04,PARTY,K.K.E,Kommunistiko Komma Elladas,,,,,,,,,,,,,
EL,EL05,PARTY,SY.RIZ.A,Synaspismós Rizospastikís Aristerás,,,,,,,,,,,,,
EL,EL06,PARTY,LA.O.S,Laïkós Orthódoxos Synagermós,,,,,,,,,,,,,
EL,EL90,PARTY,Other parties,Other parties,,,,,,,,,,,,,
ES,ES01,PARTY,PP,Partido Popular,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES02,COALITION,PSOE,Partido Socialista Obrero Español,,ES03|ES04,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES03,PARTY,PSOE,Partido Socialista Obrero Español,ES02,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES04,PARTY,PSC,Partit dels Socialistes de Catalunya,ES02,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES05,COALITION,CpE,Coalición por Europa,,ES06|ES07,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES06,PARTY,CDC,Convergència Democràtica de Catalunya,ES05,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES07,PARTY,PNV,Partido Nacionalista Vasco,ES05,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES08,COALITION,IU-ICV-EUIA-BA,Izquierda Unida-Iniciativa per Catalunya Verdes-Esquerra Unida i Alternativa-bloque por Asturies: la Izquierda,,ES09|ES10,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES09,PARTY,IU,Izquierda Unida,ES08,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES10,PARTY,ICV,Iniciativa per Catalunya Verds,ES08,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES11,COALITION,EdP-V,Europa de los Pueblos - Los Verdes,,ES12,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES12,PARTY,ERC,Esquerra Republicana de Catalunya,ES11,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES13,PARTY,UPyD,"Unión, Progreso y Democracia",,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
ES,ES90,PARTY,Other parties,Other parties,,,Spain,ES,ESP,724.0,ISO 3166-2:ES,Europe,Southern Europe,,150.0,39.0,
FR,FR01,COALITION,UMP,Union pour un Mouvement Populaire,,FR02|FR03|FR04,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR02,PARTY,UMP,Union pour un Mouvement Populaire,FR01,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR03,PARTY,NC,Nouveau Centre,FR01,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR04,PARTY,GM, La Gauche Moderne,FR01,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR05,PARTY,PS,Parti Socialiste,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR06,PARTY,MoDem,Mouvement démocrate,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR07,PARTY,Europe Écologie,Europe Écologie,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR08,COALITION,FG,Front de gauche pour changer d'Europe,,FR09|FR10|FR11,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR09,PARTY,PCF,Parti Communiste Français,FR08,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR10,PARTY,PG,Parti de Gauche,FR08,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR11,PARTY,MC. Vergiat (Ind),MC. Vergiat (Ind),FR08,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR12,COALITION,AOM, Alliance des Outre-mers,,FR13,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR13,PARTY,PCR,Parti Communiste Réunionnais,FR12,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR14,COALITION,Libertas (MPF-CPNT),"Libertas (Mouvement pour la France, Chasse Pêche Nature et Tradition)",,FR15,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR15,PARTY,MPF,Mouvement pour la France,FR14,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR16,PARTY,FN,Front National ,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
FR,FR90,PARTY,Other parties,Other parties,,,France,FR,FRA,250.0,ISO 3166-2:FR,Europe,Western Europe,,150.0,155.0,
IT,IT01,PARTY,PDL,Il Popolo della Libertà,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT02,PARTY,UDC,Unione dei Democratici Cristiani e di Centro,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT03,PARTY,SVP,Südtiroler Volkspartei,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT04,PARTY,PD,Partito Democratico,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT05,PARTY,IdV-Lista Di Pietro, Italia dei Valori - Lista Di Pietro,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT06,PARTY,LN,Lega Nord,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
IT,IT90,PARTY,Other parties,Other parties,,,Italy,IT,ITA,380.0,ISO 3166-2:IT,Europe,Southern Europe,,150.0,39.0,
CY,CY01,PARTY,DISY,Dimokratikós Sinayermós,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY02,PARTY,EDEK,Kinima Sosialdimokraton Eniaia Dimokratiki Enosi Kentrou,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY03,PARTY,DI.KO,Dimokratikon Komma,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY04,PARTY,AKEL,Anorthotikon Komma Ergazomenou Laou,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY90,PARTY,Other parties,Other parties,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
LV,LV01,PARTY,JL,Jaunais laiks,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV02,PARTY,PS,Pilsoniska savieniba,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV03,COALITION,SC,Saskaņas Centrs,,LV04|LV05,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV04,PARTY,TSP,Tautas Saskaņas Partija,LV03,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV05,PARTY,LSP,Latvijas Sociālistiskā Partija,LV03,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV06,PARTY,LPP/LC,Latvijas Pirma- Partija/Latvijas Cels,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV07,PARTY,PCTVL,Politisko organizáciju apvieníba 'Par cilvéka tiesíbám vienotá Latvijá',,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV08,PARTY,TB/LNKK,Apvieníba 'Tévzemei un Brívíbai'/LNNK ,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV90,PARTY,Other parties,Other parties,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LT,LT01,PARTY,TS-LKD,Tevynes sajunga - Lietuvos krikšcionys demokratai,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT02,PARTY,LSDP,Lietuvos socialdemokratu partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT03,PARTY,DP,Darbo partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT04,PARTY,LRLS,Lietuvos Respublikos liberalu sajudis,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT05,PARTY,LLRA,Lietuvos lenku rinkimu akcija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT06,PARTY,TT,Partija Tvarka ir teisingumas,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT90,PARTY,Other parties,Other parties,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LU,LU01,PARTY,CSV,Parti Chrétien Social/Chrëschtlech-Sozial Vollekspartei,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU02,PARTY,LSAP,Parti Ouvrier Socialiste Luxembourgeois/Letzeburger Socialistesch Arbeiterpartei,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU03,PARTY,DP,Parti Démocratique/Demokratesch Partei,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU04,PARTY,déi gréng,Déi Gréng,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU90,PARTY,Other parties,Other parties,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
HU,HU01,COALITION,FIDESZ-KDNP,"Fidesz - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",,HU02|HU03|HU04,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU02,PARTY,FIDESZ,Magyar Polgári Szövetség,HU01,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU03,PARTY,KDNP,Kereszténydemokrata Néppárt,HU01,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU04,PARTY,A. Kosa (Ind),A. Kosa (Ind),HU01,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU05,PARTY,MSZP,Magyar Szocialista Párt,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU06,PARTY,MDF,Magyar Demokrata Fórum,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU07,PARTY,JOBBIK,Jobbik Magyarországért Mozgalom,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU90,PARTY,Other parties,Other parties,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
MT,MT01,PARTY,PN,Partit Nazzjonalista,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
MT,MT02,PARTY,PL,Partit Laburista,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
MT,MT90,PARTY,Other parties,Other parties,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
NL,NL01,PARTY,CDA,Christen Democratisch Appèl,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL02,PARTY,PvdA,Partij van de Arbeid (Europese Sociaaldemocraten),,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL03,PARTY,VVD,Volkspartij voor Vrijheid en Democratie,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL04,PARTY,D66,Demokraten 66,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL05,PARTY,GroenLinks,Groenlinks,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL06,COALITION,ChristenUnie-SGP,ChristenUnie-Staatkundig Gereformeerde Partij,,NL07|NL08,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL07,PARTY,ChristenUnie,ChristenUnie,NL06,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL08,PARTY,SGP,Staatkundig Gereformeerde Partij,NL06,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL09,PARTY,SP,Socialistische Partij,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL10,PARTY,PVV,Partij voor de Vrijheid,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL90,PARTY,Other parties,Other parties,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
AT,AT01,PARTY,ÖVP,Österreichische Volkspartei,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT02,PARTY,SPÖ,Sozialdemokratische Partei Österreichs,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT03,PARTY,GRÜNE,Die Grünen - Dei Grüne Alternative,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT04,PARTY,MARTIN,Liste 'Dr. Hans-Peter Martin - für echte Kontrolle in Brüssel',,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT05,PARTY,FPÖ,Freiheitliche Partei Österreichs,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT90,PARTY,Other parties,Other parties,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
PL,PL01,PARTY,PO,Platforma Obywatelska,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL02,PARTY,PSL,Polskie Stronnictwo Ludowe,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL03,COALITION,SLD-UP,Sojusz Lewicy Demokratycznej - Unia Pracy,,PL04|PL05,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
